"Time","GHI"
2022-12-25 09:18:15,32.5 W/m²
2022-12-25 09:19:00,34.0 W/m²
2022-12-25 09:19:15,34.7 W/m²
2022-12-25 09:20:00,35.4 W/m²
2022-12-25 09:20:15,36.6 W/m²
2022-12-25 09:21:00,37.8 W/m²
2022-12-25 09:21:15,38.1 W/m²
2022-12-25 09:21:45,39.1 W/m²
2022-12-25 09:22:15,40.1 W/m²
2022-12-25 09:22:45,40.7 W/m²
2022-12-25 09:23:15,39.9 W/m²
2022-12-25 09:23:45,39.4 W/m²
2022-12-25 09:24:15,42.4 W/m²
2022-12-25 09:24:45,40.4 W/m²
2022-12-25 09:25:15,40.5 W/m²
2022-12-25 09:26:00,40.9 W/m²
2022-12-25 09:26:15,40.6 W/m²
2022-12-25 09:26:45,40.9 W/m²
2022-12-25 09:27:15,41.0 W/m²
2022-12-25 09:27:45,40.9 W/m²
2022-12-25 09:28:15,40.8 W/m²
2022-12-25 09:28:45,40.7 W/m²
2022-12-25 09:29:15,42.2 W/m²
2022-12-25 09:30:00,43.9 W/m²
2022-12-25 09:30:15,43.3 W/m²
2022-12-25 09:30:45,44.0 W/m²
2022-12-25 09:31:15,41.3 W/m²
2022-12-25 09:31:45,38.5 W/m²
2022-12-25 09:32:15,37.5 W/m²
2022-12-25 09:33:00,40.5 W/m²
2022-12-25 09:33:15,36.6 W/m²
2022-12-25 09:33:45,36.8 W/m²
2022-12-25 09:34:15,38.4 W/m²
2022-12-25 09:35:00,42.8 W/m²
2022-12-25 09:35:15,48.0 W/m²
2022-12-25 09:35:45,48.5 W/m²
2022-12-25 09:36:15,46.2 W/m²
2022-12-25 09:36:45,47.3 W/m²
2022-12-25 09:37:15,47.3 W/m²
2022-12-25 09:37:45,48.8 W/m²
2022-12-25 09:38:15,49.1 W/m²
2022-12-25 09:39:00,51.5 W/m²
2022-12-25 09:39:15,51.5 W/m²
2022-12-25 09:40:00,52.3 W/m²
2022-12-25 09:40:15,53.2 W/m²
2022-12-25 09:40:45,52.4 W/m²
2022-12-25 09:41:15,54.9 W/m²
2022-12-25 09:41:45,56.8 W/m²
2022-12-25 09:42:15,57.9 W/m²
2022-12-25 09:42:45,56.5 W/m²
2022-12-25 09:43:15,55.1 W/m²
2022-12-25 09:43:45,56.7 W/m²
2022-12-25 09:44:15,61.3 W/m²
2022-12-25 09:44:45,66.3 W/m²
2022-12-25 09:45:15,63.0 W/m²
2022-12-25 09:45:45,62.3 W/m²
2022-12-25 09:46:15,65.2 W/m²
2022-12-25 09:46:45,64.1 W/m²
2022-12-25 09:47:15,65.1 W/m²
2022-12-25 09:47:45,64.0 W/m²
2022-12-25 09:48:15,64.1 W/m²
2022-12-25 09:49:00,62.3 W/m²
2022-12-25 09:49:15,62.3 W/m²
2022-12-25 09:49:45,62.8 W/m²
2022-12-25 09:50:15,63.1 W/m²
2022-12-25 09:50:45,64.3 W/m²
2022-12-25 09:51:15,64.0 W/m²
2022-12-25 09:52:00,64.1 W/m²
2022-12-25 09:52:15,63.8 W/m²
2022-12-25 09:52:45,63.8 W/m²
