"Time","GHI"
2022-12-21 09:18:15,18.6 W/m²
2022-12-21 09:18:45,18.4 W/m²
2022-12-21 09:19:15,18.7 W/m²
2022-12-21 09:19:45,18.9 W/m²
2022-12-21 09:20:15,19.2 W/m²
2022-12-21 09:20:45,19.3 W/m²
2022-12-21 09:21:15,19.2 W/m²
2022-12-21 09:21:45,19.2 W/m²
2022-12-21 09:22:15,19.3 W/m²
2022-12-21 09:22:45,19.2 W/m²
2022-12-21 09:23:15,19.4 W/m²
2022-12-21 09:23:45,19.3 W/m²
2022-12-21 09:24:15,19.3 W/m²
2022-12-21 09:24:45,19.5 W/m²
2022-12-21 09:25:15,19.7 W/m²
2022-12-21 09:25:45,19.9 W/m²
2022-12-21 09:26:15,19.6 W/m²
2022-12-21 09:26:45,19.7 W/m²
2022-12-21 09:27:15,20.4 W/m²
2022-12-21 09:27:45,20.1 W/m²
2022-12-21 09:28:15,20.1 W/m²
2022-12-21 09:28:45,20.9 W/m²
2022-12-21 09:29:15,20.8 W/m²
2022-12-21 09:29:45,20.6 W/m²
2022-12-21 09:30:15,20.7 W/m²
2022-12-21 09:30:45,20.9 W/m²
2022-12-21 09:31:15,21.2 W/m²
2022-12-21 09:31:45,21.0 W/m²
2022-12-21 09:32:15,21.5 W/m²
2022-12-21 09:32:45,21.9 W/m²
2022-12-21 09:33:15,22.8 W/m²
2022-12-21 09:33:45,22.7 W/m²
2022-12-21 09:34:15,23.0 W/m²
2022-12-21 09:34:45,23.0 W/m²
2022-12-21 09:35:15,23.3 W/m²
2022-12-21 09:35:45,23.4 W/m²
2022-12-21 09:36:15,23.2 W/m²
2022-12-21 09:36:45,23.2 W/m²
2022-12-21 09:37:15,22.9 W/m²
2022-12-21 09:37:45,23.3 W/m²
2022-12-21 09:38:15,22.6 W/m²
2022-12-21 09:39:00,22.0 W/m²
2022-12-21 09:39:15,20.8 W/m²
2022-12-21 09:39:45,19.8 W/m²
2022-12-21 09:40:15,19.6 W/m²
2022-12-21 09:41:15,18.9 W/m²
2022-12-21 09:42:00,18.5 W/m²
2022-12-21 09:42:15,18.5 W/m²
2022-12-21 09:42:45,19.0 W/m²
2022-12-21 09:43:15,18.9 W/m²
2022-12-21 09:44:00,18.4 W/m²
2022-12-21 09:44:15,19.2 W/m²
2022-12-21 09:45:00,18.9 W/m²
2022-12-21 09:45:15,18.9 W/m²
2022-12-21 09:45:45,18.8 W/m²
2022-12-21 09:46:15,18.6 W/m²
2022-12-21 09:47:00,18.5 W/m²
2022-12-21 09:47:15,18.2 W/m²
2022-12-21 09:48:00,17.8 W/m²
2022-12-21 09:48:15,17.5 W/m²
2022-12-21 09:49:00,17.5 W/m²
2022-12-21 09:49:15,17.4 W/m²
2022-12-21 09:50:00,17.6 W/m²
2022-12-21 09:50:15,16.8 W/m²
2022-12-21 09:50:45,17.2 W/m²
2022-12-21 09:51:15,17.4 W/m²
2022-12-21 09:51:45,17.8 W/m²
2022-12-21 09:52:15,18.3 W/m²
2022-12-21 09:52:45,18.8 W/m²
2022-12-21 09:53:15,19.3 W/m²
2022-12-21 09:53:45,19.3 W/m²
2022-12-21 09:54:15,19.4 W/m²
2022-12-21 09:54:45,19.3 W/m²
2022-12-21 09:55:15,19.4 W/m²
2022-12-21 09:55:45,18.9 W/m²
2022-12-21 09:56:15,19.2 W/m²
2022-12-21 09:56:45,18.9 W/m²
2022-12-21 09:57:15,18.9 W/m²
2022-12-21 09:58:00,20.1 W/m²
2022-12-21 09:58:15,21.4 W/m²
2022-12-21 09:59:00,22.3 W/m²
2022-12-21 09:59:15,22.8 W/m²
2022-12-21 10:00:00,23.6 W/m²
2022-12-21 10:00:15,23.5 W/m²
2022-12-21 10:01:00,24.9 W/m²
2022-12-21 10:01:15,25.5 W/m²
2022-12-21 10:01:45,26.4 W/m²
2022-12-21 10:02:15,26.7 W/m²
2022-12-21 10:03:15,27.8 W/m²
2022-12-21 10:04:00,29.0 W/m²
2022-12-21 10:04:15,30.0 W/m²
2022-12-21 10:05:00,30.4 W/m²
2022-12-21 10:05:15,31.2 W/m²
2022-12-21 10:05:45,32.6 W/m²
2022-12-21 10:06:15,33.1 W/m²
2022-12-21 10:07:00,33.3 W/m²
2022-12-21 10:07:15,33.2 W/m²
2022-12-21 10:08:00,33.4 W/m²
2022-12-21 10:08:15,33.9 W/m²
2022-12-21 10:09:00,33.9 W/m²
2022-12-21 10:09:15,33.7 W/m²
2022-12-21 10:09:45,33.9 W/m²
2022-12-21 10:10:15,34.0 W/m²
2022-12-21 10:10:45,33.9 W/m²
2022-12-21 10:11:15,33.8 W/m²
2022-12-21 10:11:45,34.6 W/m²
2022-12-21 10:12:15,34.5 W/m²
2022-12-21 10:12:45,35.0 W/m²
2022-12-21 10:13:15,34.6 W/m²
2022-12-21 10:13:45,33.9 W/m²
2022-12-21 10:14:15,32.4 W/m²
2022-12-21 10:14:45,31.8 W/m²
2022-12-21 10:15:15,30.9 W/m²
2022-12-21 10:15:45,30.7 W/m²
2022-12-21 10:16:15,29.6 W/m²
2022-12-21 10:16:45,28.7 W/m²
2022-12-21 10:17:15,27.8 W/m²
2022-12-21 10:17:45,26.9 W/m²
2022-12-21 10:18:15,26.0 W/m²
2022-12-21 10:18:45,24.7 W/m²
2022-12-21 10:19:15,24.2 W/m²
2022-12-21 10:19:45,22.8 W/m²
2022-12-21 10:20:15,22.3 W/m²
2022-12-21 10:21:00,21.8 W/m²
2022-12-21 10:21:15,21.0 W/m²
2022-12-21 10:21:45,20.8 W/m²
2022-12-21 10:22:15,20.5 W/m²
2022-12-21 10:22:45,20.6 W/m²
2022-12-21 10:23:15,20.9 W/m²
2022-12-21 10:23:45,20.5 W/m²
2022-12-21 10:24:15,21.3 W/m²
2022-12-21 10:24:45,21.8 W/m²
2022-12-21 10:25:15,22.0 W/m²
2022-12-21 10:26:00,22.7 W/m²
