"Time","Lux4 Regression","Lux8 Regression","Lux1 Regression","Lux6 Regression","Lux7 Regression","Lux5 Regression","Lux3 Regression","Lux2 Regression","Lux0 Regression"
2022-12-19 09:18:15,8621,8597,9607,8550,8572,8545,8761,9152,400
2022-12-19 09:18:45,8683,8658,9748,8612,8635,8612,8832,9200,400
2022-12-19 09:19:15,8732,8713,9813,8667,8690,8666,8868,9249,400
2022-12-19 09:19:45,8787,8761,9832,8716,8737,8714,8915,9308,400
2022-12-19 09:20:15,8838,8804,9843,8759,8781,8758,8976,9344,400
2022-12-19 09:20:45,8886,8847,9861,8802,8825,8804,9024,9359,400
2022-12-19 09:21:15,8931,8889,9889,8845,8866,8849,9077,9393,400
2022-12-19 09:21:45,8970,8926,9930,8882,8903,8886,9125,9407,400
2022-12-19 09:22:15,9004,8961,9981,8917,8939,8925,9157,9436,400
2022-12-19 09:22:45,9038,8993,10007,8950,8972,8955,9185,9478,400
2022-12-19 09:23:15,9060,9021,10033,8980,9000,8981,9219,9514,400
2022-12-19 09:23:45,9094,9048,10061,9008,9028,9006,9253,9542,400
2022-12-19 09:24:15,9124,9081,10082,9041,9063,9044,9285,9586,400
2022-12-19 09:24:45,9162,9122,10102,9084,9105,9086,9331,9636,400
2022-12-19 09:25:15,9222,9179,10148,9145,9165,9144,9385,9705,400
2022-12-19 09:25:45,9291,9241,10223,9212,9234,9213,9451,9771,400
2022-12-19 09:26:15,9372,9316,10308,9296,9315,9296,9531,9853,400
2022-12-19 09:26:45,9474,9401,10428,9394,9415,9391,9636,9950,400
2022-12-19 09:27:15,9589,9492,10561,9505,9526,9505,9759,10064,400
2022-12-19 09:27:45,9699,9581,10711,9622,9640,9618,9887,10193,400
2022-12-19 09:28:15,9804,9671,10901,9744,9758,9734,10001,10342,400
2022-12-19 09:28:45,9917,9769,11088,9868,9880,9859,10112,10498,400
2022-12-19 09:29:15,10031,9864,11234,9991,10001,9980,10216,10635,400
2022-12-19 09:29:45,10157,9966,11374,10121,10126,10111,10338,10779,400
2022-12-19 09:30:15,10288,10076,11520,10259,10257,10237,10464,10909,400
2022-12-19 09:30:45,10417,10186,11682,10388,10386,10369,10595,11043,400
2022-12-19 09:31:15,10542,10296,11811,10519,10512,10492,10722,11165,400
2022-12-19 09:31:45,10650,10396,11931,10635,10623,10614,10831,11290,400
2022-12-19 09:32:15,10745,10495,12067,10739,10724,10721,10934,11405,400
2022-12-19 09:32:45,10851,10591,12184,10839,10821,10816,11024,11508,400
2022-12-19 09:33:15,10942,10684,12281,10931,10909,10904,11111,11606,400
2022-12-19 09:33:45,11024,10764,12364,11004,10985,10979,11177,11679,400
2022-12-19 09:34:15,11093,10837,12426,11072,11055,11045,11246,11761,400
2022-12-19 09:34:45,11152,10898,12458,11129,11115,11102,11293,11833,400
2022-12-19 09:35:15,11203,10950,12494,11178,11167,11149,11336,11873,400
2022-12-19 09:35:45,11245,10998,12533,11224,11214,11195,11388,11914,400
2022-12-19 09:36:15,11298,11047,12560,11270,11263,11244,11433,11934,400
2022-12-19 09:36:45,11342,11100,12588,11319,11314,11293,11476,11949,400
2022-12-19 09:37:15,11395,11157,12604,11375,11371,11349,11537,11972,400
2022-12-19 09:37:45,11452,11221,12657,11439,11435,11412,11596,12024,400
2022-12-19 09:38:15,11530,11292,12714,11510,11506,11485,11670,12091,400
2022-12-19 09:38:45,11602,11365,12777,11585,11582,11556,11738,12174,400
2022-12-19 09:39:15,11688,11442,12863,11673,11672,11648,11830,12255,400
2022-12-19 09:39:45,11780,11520,12980,11766,11767,11742,11920,12351,400
2022-12-19 09:40:15,11878,11599,13074,11865,11866,11844,12022,12444,400
2022-12-19 09:40:45,11965,11678,13187,11966,11966,11943,12121,12553,400
2022-12-19 09:41:15,12073,11757,13310,12073,12073,12050,12216,12680,400
2022-12-19 09:41:45,12192,11843,13414,12189,12190,12158,12328,12795,400
2022-12-19 09:42:15,12304,11921,13524,12302,12301,12270,12448,12893,400
2022-12-19 09:42:45,12418,12009,13626,12425,12420,12391,12580,13004,400
2022-12-19 09:43:15,12548,12099,13719,12557,12542,12524,12715,13108,400
2022-12-19 09:43:45,12681,12187,13849,12689,12664,12658,12849,13230,400
2022-12-19 09:44:15,12832,12276,13974,12829,12794,12803,12992,13361,400
2022-12-19 09:44:45,12981,12357,14111,12977,12930,12953,13152,13497,400
2022-12-19 09:45:15,13153,12440,14263,13141,13078,13121,13329,13648,400
2022-12-19 09:45:45,13332,12525,14438,13311,13238,13296,13515,13825,400
2022-12-19 09:46:15,13525,12607,14603,13487,13390,13479,13699,14004,400
2022-12-19 09:46:45,13728,12696,14776,13668,13529,13668,13881,14194,400
2022-12-19 09:47:15,13933,12785,14962,13862,13667,13862,14074,14383,400
2022-12-19 09:47:45,14139,12878,15149,14057,13806,14061,14275,14580,400
2022-12-19 09:48:15,14337,12980,15317,14248,13940,14261,14475,14819,400
2022-12-19 09:48:45,14543,13080,15515,14438,14075,14473,14660,15020,400
2022-12-19 09:49:15,14748,13179,15753,14613,14208,14675,14874,15190,400
2022-12-19 09:49:45,14932,13279,15940,14779,14338,14867,15049,15390,400
2022-12-19 09:50:15,15107,13377,16070,14936,14461,15048,15218,15570,400
2022-12-19 09:50:45,15261,13463,16169,15067,14572,15196,15350,15719,400
2022-12-19 09:51:15,15379,13541,16284,15179,14674,15316,15486,15858,400
2022-12-19 09:51:45,15467,13608,16362,15270,14762,15409,15570,15941,400
2022-12-19 09:52:15,15546,13668,16439,15348,14839,15482,15668,16034,400
2022-12-19 09:52:45,15624,13727,16532,15424,14908,15555,15737,16133,400
2022-12-19 09:53:15,15711,13790,16614,15504,14979,15636,15831,16228,400
2022-12-19 09:53:45,15821,13861,16737,15606,15064,15734,15940,16354,400
2022-12-19 09:54:15,15913,13942,16893,15710,15161,15833,16043,16479,400
2022-12-19 09:54:45,16011,14025,17015,15823,15264,15933,16154,16583,400
2022-12-19 09:55:15,16113,14113,17133,15943,15372,16038,16232,16637,400
2022-12-19 09:55:45,16203,14202,17215,16057,15478,16137,16309,16706,400
2022-12-19 09:56:15,16291,14294,17320,16166,15588,16227,16401,16789,400
2022-12-19 09:56:45,16371,14378,17419,16273,15701,16318,16467,16864,400
2022-12-19 09:57:15,16440,14456,17464,16356,15803,16387,16539,16934,400
2022-12-19 09:57:45,16508,14534,17562,16441,15903,16459,16616,17026,400
2022-12-19 09:58:15,16571,14614,17643,16517,15994,16521,16681,17095,400
2022-12-19 09:58:45,16640,14680,17677,16599,16084,16590,16734,17124,400
2022-12-19 09:59:15,16716,14744,17737,16686,16171,16672,16815,17200,400
2022-12-19 09:59:45,16806,14808,17837,16781,16263,16763,16903,17285,400
2022-12-19 10:00:15,16910,14876,17963,16885,16353,16869,17012,17385,400
2022-12-19 10:00:45,17007,14948,18071,16978,16440,16968,17113,17467,400
2022-12-19 10:01:15,17073,15013,18142,17042,16512,17034,17171,17523,400
2022-12-19 10:01:45,17108,15075,18174,17086,16579,17076,17206,17561,400
2022-12-19 10:02:15,17129,15139,18177,17114,16643,17103,17238,17607,400
2022-12-19 10:02:45,17141,15201,18165,17124,16692,17115,17248,17634,400
2022-12-19 10:03:15,17146,15261,18159,17130,16731,17124,17259,17645,400
2022-12-19 10:03:45,17133,15318,18149,17115,16761,17111,17244,17629,400
2022-12-19 10:04:15,17110,15385,18110,17092,16784,17091,17224,17599,400
2022-12-19 10:04:45,17070,15455,18087,17064,16806,17059,17190,17567,400
2022-12-19 10:05:15,17054,15521,18084,17044,16827,17041,17176,17555,400
2022-12-19 10:05:45,17042,15591,18082,17040,16853,17040,17168,17551,400
2022-12-19 10:06:15,17047,15654,18077,17044,16890,17043,17164,17550,400
2022-12-19 10:06:45,17056,15716,18067,17059,16934,17063,17182,17548,400
2022-12-19 10:07:15,17079,15772,18110,17087,16989,17091,17201,17544,400
2022-12-19 10:07:45,17113,15821,18125,17122,17048,17130,17234,17590,400
2022-12-19 10:08:15,17156,15864,18157,17164,17106,17174,17279,17648,400
2022-12-19 10:08:45,17184,15895,18201,17200,17154,17211,17312,17691,400
2022-12-19 10:09:15,17234,15929,18287,17245,17210,17258,17352,17730,400
2022-12-19 10:09:45,17262,15948,18332,17276,17250,17291,17397,17751,400
2022-12-19 10:10:15,17272,15963,18298,17285,17270,17301,17400,17789,400
2022-12-19 10:10:45,17262,15967,18256,17277,17272,17297,17384,17790,400
2022-12-19 10:11:15,17246,15976,18249,17264,17263,17281,17374,17767,400
2022-12-19 10:11:45,17228,15980,18227,17247,17250,17266,17365,17744,400
2022-12-19 10:12:15,17222,15989,18219,17236,17240,17252,17354,17729,400
2022-12-19 10:12:45,17197,15993,18220,17215,17220,17233,17324,17703,400
2022-12-19 10:13:15,17182,15998,18212,17197,17204,17220,17310,17666,400
2022-12-19 10:13:45,17185,16011,18197,17201,17209,17222,17307,17673,400
2022-12-19 10:14:15,17182,16018,18183,17201,17209,17222,17317,17684,400
2022-12-19 10:14:45,17174,16021,18201,17198,17207,17221,17322,17687,400
2022-12-19 10:15:15,17177,16028,18217,17199,17208,17222,17312,17695,400
2022-12-19 10:15:45,17186,16035,18235,17208,17221,17233,17324,17719,400
2022-12-19 10:16:15,17215,16039,18280,17239,17250,17258,17358,17731,400
2022-12-19 10:16:45,17271,16044,18341,17292,17302,17313,17399,17771,400
2022-12-19 10:17:15,17340,16052,18410,17362,17370,17382,17476,17858,400
2022-12-19 10:17:45,17428,16061,18474,17453,17458,17470,17572,17976,400
2022-12-19 10:18:15,17540,16067,18573,17569,17564,17588,17679,18092,400
2022-12-19 10:18:45,17665,16071,18696,17690,17663,17703,17786,18211,400
2022-12-19 10:19:15,17777,16076,18800,17802,17739,17817,17892,18314,400
2022-12-19 10:19:45,17875,16078,18891,17895,17790,17910,17988,18405,400
2022-12-19 10:20:15,17942,16072,18928,17957,17823,17973,18052,18454,400
2022-12-19 10:20:45,17975,16069,18954,18000,17851,18015,18092,18484,400
2022-12-19 10:21:15,17993,16064,18996,18012,17865,18030,18106,18489,400
2022-12-19 10:21:45,17989,16059,18995,18008,17870,18024,18096,18474,400
2022-12-19 10:22:15,17968,16053,18975,17987,17865,18005,18093,18457,400
