"Time","Lux4 Regression","Lux3 Regression","Lux1 Regression","Lux8 Regression","Lux6 Regression","Lux7 Regression","Lux5 Regression","Lux2 Regression","Lux0 Regression"
2022-12-24 09:18:15,5472,5715,6659,5349,5327,5337,5363,6172,400
2022-12-24 09:18:45,5609,5851,6796,5478,5462,5472,5499,6290,400
2022-12-24 09:19:15,5692,5921,6881,5564,5552,5563,5589,6380,400
2022-12-24 09:19:45,5745,5971,6900,5603,5594,5604,5632,6440,400
2022-12-24 09:20:15,5775,6020,6910,5634,5628,5637,5665,6454,400
2022-12-24 09:20:45,5810,6033,6969,5668,5666,5675,5700,6477,400
2022-12-24 09:21:15,5846,6066,7048,5705,5709,5716,5745,6508,400
2022-12-24 09:21:45,5876,6078,7081,5721,5729,5734,5768,6551,400
2022-12-24 09:22:15,5895,6093,7074,5730,5737,5741,5775,6547,400
2022-12-24 09:22:45,5879,6074,7127,5725,5731,5734,5766,6545,400
2022-12-24 09:23:15,5831,6044,7149,5680,5687,5688,5725,6474,400
2022-12-24 09:23:45,5765,5990,7099,5609,5614,5612,5656,6361,400
2022-12-24 09:24:15,5700,5907,7043,5536,5538,5535,5578,6316,400
2022-12-24 09:24:45,5645,5850,7046,5489,5488,5488,5528,6317,400
2022-12-24 09:25:15,5632,5822,7042,5472,5471,5471,5510,6312,400
2022-12-24 09:25:45,5635,5845,7042,5485,5482,5483,5524,6293,400
2022-12-24 09:26:15,5669,5876,7054,5519,5517,5519,5557,6287,400
2022-12-24 09:26:45,5722,5930,7088,5568,5567,5570,5607,6341,400
2022-12-24 09:27:15,5779,5979,7091,5632,5630,5635,5668,6412,400
2022-12-24 09:27:45,5859,6065,7100,5717,5714,5723,5751,6475,400
2022-12-24 09:28:15,5968,6179,7184,5829,5828,5839,5863,6592,400
2022-12-24 09:28:45,6097,6286,7361,5963,5960,5976,5994,6776,400
2022-12-24 09:29:15,6227,6436,7488,6096,6096,6114,6131,6914,400
2022-12-24 09:29:45,6330,6525,7536,6200,6203,6218,6232,7032,400
